15;Луговая-Пл.15 км Гр,луговая-пл.15кмгр,Луговая-Пл.15.км.Гр,луговая-пл 15 км,Луговая-Пл15 км Гр,Луговая-Пл-15 км Гр,луговая.пл.15 км гр,Луговая.Пл.15 км Гр,луговая-пл-15 км гр,ЛуговаяПл.15 км,луговая-пл.15-км-гр,Луговая-Пл15 км,луговаяпл.15 км гр,Луговая-Пл.15км,луговая-пл15 км гр,луговая-пл.15.км,Луговая-Пл.15-км-Гр,Луговая Пл.15 км,луговая пл.15 км гр,луговая-пл.15 км,луговая-пл.15км,ЛуговаяПл.15 км Гр,Луговая-Пл.15.км,луговая-пл.15 км гр,луговая-пл.15.км.гр,луговая.пл.15 км,луговая пл.15 км,Луговая-Пл.15-км,Луговая-Пл 15 км Гр,луговая-пл 15 км гр,Луговая.Пл.15 км,Луговая-Пл-15 км,Луговая Пл.15 км Гр,луговая-пл.15-км,Луговая-Пл.15кмГр,луговая-пл15 км,Луговая-Пл.15 км,Луговая-Пл 15 км,луговаяпл.15 км,луговая-пл-15 км;{"name": "Луговая-Пл.15 км Гр", "number": "27591", "stations_names": "Луговая-Пл.15 км Гр", "stations_codes": "27591"}
16;РусеДжурджу Норд,русе джурджу норд,Русе-Джурджу-Норд,русе.джурджу норд,русе-джурджу.норд,русе-джурджу норд,русе-джурджу-норд,русе-джурджунорд,Русе-Джурджу Норд,Русе-ДжурджуНорд,Русе-Джурджу.Норд,руседжурджу норд,Русе Джурджу Норд,Русе.Джурджу Норд;{"name": "Русе-Джурджу Норд", "number": "52532", "stations_names": "Русе-Джурджу Норд", "stations_codes": "52532"}
17;Чадца.Чадца,Чадца Чадца,чадцачадца,чадца.чадца,чадца-чадца,чадца чадца,ЧадцаЧадца,Чадца-Чадца;{"name": "Чадца-Чадца", "number": "54561", "stations_names": "Чадца-Чадца", "stations_codes": "54561"}
18;бржецлавхохенау,Бржецлав-Хохенау,бржецлав хохенау,бржецлав-хохенау,бржецлав.хохенау,БржецлавХохенау,Бржецлав.Хохенау,Бржецлав Хохенау;{"name": "Бржецлав-Хохенау", "number": "54811", "stations_names": "Бржецлав-Хохенау", "stations_codes": "54811"}
19;КуновицеФранк На Од,куновице франк на од,куновице-франк на од,куновице-франк-на-од,Куновице-Франк.На.Од,Куновице-Франк На Од,Куновице Франк На Од,Куновице-ФранкНаОд,куновице-франк.на.од,Куновице-Франк-На-Од,куновице.франк на од,Куновице.Франк На Од,куновице-франкнаод,куновицефранк на од;{"name": "Куновице-Франк На Од.", "number": "80516", "stations_names": "Куновице-Франк На Од.", "stations_codes": "80516"}
20;хельсинки,Хельсинки;{"name": "Хельсинки", "number": "1000001", "stations_names": "Хельсинки", "stations_codes": "1000001"}
21;Пасила,пасила;{"name": "Пасила", "number": "1000010", "stations_names": "Пасила", "stations_codes": "1000010"}
22;лахти,Лахти;{"name": "Лахти", "number": "1000100", "stations_names": "Лахти", "stations_codes": "1000100"}
23;кеми,Кеми;{"name": "Кеми", "number": "1000347", "stations_names": "Кеми", "stations_codes": "1000347"}
24;Рованиеми,рованиеми;{"name": "Рованиеми", "number": "1000364", "stations_names": "Рованиеми", "stations_codes": "1000364"}
25;Каяани,каяани;{"name": "Каяани", "number": "1000387", "stations_names": "Каяани", "stations_codes": "1000387"}
26;пиексямяки,Пиексямяки;{"name": "Пиексямяки", "number": "1000400", "stations_names": "Пиексямяки", "stations_codes": "1000400"}
27;куопио,Куопио;{"name": "Куопио", "number": "1000408", "stations_names": "Куопио", "stations_codes": "1000408"}
28;коувола,Коувола;{"name": "Коувола", "number": "1000480", "stations_names": "Коувола", "stations_codes": "1000480"}
29;Вайниккала,вайниккала;{"name": "Вайниккала", "number": "1000492", "stations_names": "Вайниккала", "stations_codes": "1000492"}
30;Мск,МСК,Третий-Рим,третийрим,мск,Третий.Рим,Столица,Третий Рим,третий-рим,третий рим,Москва,третий.рим,моск,ТретийРим,москва,Моск,столица;{"name": "", "number": "", "stations_names": "Москва,Москва Курская,Москва Ярославская,Москва Казанская,Москва Павелецкая,Москва Белорусская,Москва Киевская,Москва Рижская,Москва Савёловская,Москва Октябрьская", "stations_codes": "2000000,2000001,2000002,2000003,2000005,2000006,2000007,2000008,2000009,2006004"}
31;москвакурск,Москва.Курскые,Москва-Курскый,Курский вокзал,Москва-Курскые,курский вокзал,Москва Курская,Москва-Курск,курский.вокзал,москвакурское,москва-курскые,Курский.вокзал,москва курская,москва-курск,Москва Курскые,москвакурские,МоскваКурские,МоскваКурскые,МоскваКурская,москва курскый,Москва.Курский,москвакурский,москва курский,москва.курский,москвакурская,москва курские,МоскваКурское,москва.курская,москва-курские,москва.курск,Москва Курск,Москва Курские,Москва Курский,Москва.Курск,Курскийвокзал,москва.курское,курскийвокзал,Москва-Курский,москва курскые,Москва.Курскый,МоскваКурск,москва курск,Москва.Курская,москва курское,Москва-Курское,Москва Курское,курский-вокзал,МоскваКурскый,Москва-Курские,москва-курскый,москва.курскые,москвакурскый,Москва-Курская,москва-курская,Москва Курскый,Москва.Курские,москвакурскые,МоскваКурский,москва-курский,Курский-вокзал,москва.курские,Москва.Курское,москва.курскый,москва-курское;{"name": "Москва Курская", "number": "2000001", "stations_names": "Москва Курская", "stations_codes": "2000001"}
32;москва-ярославск,Ярославский вокзал,Москва Ярославские,МоскваЯрославское,Москва-Ярославская,МоскваЯрославский,Москва Ярославскые,москва.ярославские,МоскваЯрославскый,Москва.Ярославский,Москва.Ярославскые,Москва Ярославскый,Ярославский.вокзал,москва.ярославскый,Москва Ярославский,москва ярославск,Москва-Ярославские,москваярославский,МоскваЯрославскые,москваярославская,Москва-Ярославскый,Москва-Ярославский,москва-ярославские,Ярославскийвокзал,москва ярославский,москва.ярославск,Москва.Ярославск,Москва-Ярославскые,Москва-Ярославское,москва ярославскые,МоскваЯрославская,москваярославск,москва-ярославскый,москва-ярославский,Москва.Ярославская,ярославский-вокзал,москваярославскый,москва-ярославская,Москва Ярославск,москва-ярославское,Москва-Ярославск,МоскваЯрославск,Москва Ярославское,москва.ярославское,ярославский.вокзал,москва ярославская,Москва.Ярославское,москва.ярославскые,москва ярославское,москва ярославскый,москваярославскые,москваярославское,москваярославские,Москва.Ярославские,Ярославский-вокзал,Москва Ярославская,ярославский вокзал,Москва.Ярославскый,москва.ярославская,ярославскийвокзал,МоскваЯрославские,москва.ярославский,москва ярославские,москва-ярославскые;{"name": "Москва Ярославская", "number": "2000002", "stations_names": "Москва Ярославская", "stations_codes": "2000002"}
33;Москва Казанский,москваказанские,москва казанская,москва.казанск,Москва.Казанское,Москва.Казанские,москваказанскый,Казанский вокзал,казанский.вокзал,москваказанск,москва-казанская,МоскваКазанск,Москва-Казанскый,Москва.Казанск,москва-казанск,Казанский.вокзал,Москва Казанская,москва-казанскые,москва.казанское,МоскваКазанские,Москва.Казанскые,Москва Казанскые,москва казанск,москва.казанскые,москва-казанское,москва.казанская,москва.казанскый,москваказанский,москва казанский,Москва Казанское,москваказанская,МоскваКазанскый,Москва Казанскый,москваказанское,Москва-Казанская,Москва-Казанский,Москва-Казанск,Москва Казанск,москваказанскые,Казанскийвокзал,Казанский-вокзал,москва казанскые,МоскваКазанское,казанскийвокзал,москва.казанский,казанский-вокзал,москва-казанскый,МоскваКазанский,москва-казанский,москва казанскый,МоскваКазанская,Москва Казанские,москва казанские,МоскваКазанскые,Москва-Казанское,Москва-Казанскые,Москва.Казанская,Москва.Казанский,Москва-Казанские,москва казанское,Москва.Казанскый,казанский вокзал,москва-казанские,москва.казанские;{"name": "Москва Казанская", "number": "2000003", "stations_names": "Москва Казанская", "stations_codes": "2000003"}
34;москва-павелецкые,москвапавелецкие,Москва.Павелецкые,павелецкий вокзал,Москва-Павелецкий,Москва Павелецкое,москва павелецкие,москвапавелецкая,Москва Павелецкая,москва-павелецкый,Москва Павелецкий,МоскваПавелецкые,Москва-Павелецк,москва.павелецкые,МоскваПавелецкая,Москва-Павелецкый,москва павелецк,Москва-Павелецкая,Москва.Павелецкие,Павелецкийвокзал,Павелецкий.вокзал,москвапавелецкые,москва павелецкий,павелецкийвокзал,москва павелецкое,москва-павелецкое,москва.павелецк,павелецкий-вокзал,москва.павелецкие,москвапавелецкий,москва павелецкый,москва павелецкая,Москва.Павелецкый,МоскваПавелецкое,москвапавелецкое,МоскваПавелецкый,москва.павелецкий,москва-павелецкая,Павелецкий-вокзал,москвапавелецкый,москва павелецкые,москва-павелецкие,Москва Павелецкие,Москва.Павелецкое,Москва-Павелецкые,Москва-Павелецкое,Павелецкий вокзал,павелецкий.вокзал,москва.павелецкый,москвапавелецк,МоскваПавелецкий,Москва Павелецк,Москва Павелецкые,Москва Павелецкый,Москва.Павелецкий,Москва.Павелецкая,москва.павелецкое,москва-павелецкий,москва-павелецк,Москва.Павелецк,москва.павелецкая,МоскваПавелецкие,МоскваПавелецк,Москва-Павелецкие;{"name": "Москва Павелецкая", "number": "2000005", "stations_names": "Москва Павелецкая", "stations_codes": "2000005"}
35;москва белорусское,москвабелорусское,москвабелорусскые,Москва-Белорусск,Москва-Белорусская,москва.белорусскый,МоскваБелорусская,москва.белорусскые,москва.белорусск,москва-белорусский,Москва-Белорусское,москва белорусские,белорусский-вокзал,москва-белорусская,Белорусский-вокзал,МоскваБелорусск,МоскваБелорусскый,москва-белорусское,Москва.Белорусскые,москва-белорусскые,москва белорусский,Москва.Белорусское,МоскваБелорусское,Москва.Белорусские,Москва.Белорусская,МоскваБелорусские,москвабелорусск,москва-белорусск,Москва-Белорусскый,москва.белорусское,москвабелорусский,Москва.Белорусский,москва.белорусский,Белорусский.вокзал,белорусскийвокзал,москва.белорусские,Москва Белорусское,Москва Белорусскые,москва белорусская,Москва Белорусск,МоскваБелорусский,москва-белорусские,москва белорусскые,москва белорусскый,Москва.Белорусск,Белорусскийвокзал,Москва Белорусская,Белорусский вокзал,Москва Белорусскый,Москва-Белорусские,москвабелорусская,москва-белорусскый,москвабелорусскый,Москва Белорусские,белорусский вокзал,москвабелорусские,москва.белорусская,Москва.Белорусскый,белорусский.вокзал,Москва-Белорусский,москва белорусск,Москва Белорусский,Москва-Белорусскые,МоскваБелорусскые;{"name": "Москва Белорусская", "number": "2000006", "stations_names": "Москва Белорусская", "stations_codes": "2000006"}
36;москва.киевский,москва-киевск,Москва.Киевское,киевскийвокзал,Москва Киевское,москва киевская,москва.киевские,москва киевское,москва киевский,Москва Киевские,МоскваКиевскый,Москва-Киевскый,МоскваКиевский,Киевский.вокзал,москвакиевскые,москва-киевская,Москва-Киевское,Москва.Киевскый,москвакиевскый,МоскваКиевские,москва.киевская,москва киевскые,москва киевские,Москва-Киевский,киевский.вокзал,москва.киевское,Киевский вокзал,Москва Киевский,москва-киевский,Москва Киевская,москва киевск,Москва Киевскый,москвакиевск,москва киевскый,Москва.Киевский,Москва Киевск,киевский вокзал,москва.киевскые,Москва Киевскые,москвакиевские,москвакиевское,МоскваКиевскые,Москва-Киевская,Москва.Киевскые,москва.киевскый,МоскваКиевск,Москва.Киевск,МоскваКиевская,Киевскийвокзал,Москва.Киевская,москва-киевскый,москва-киевские,киевский-вокзал,москвакиевская,МоскваКиевское,Киевский-вокзал,Москва.Киевские,Москва-Киевские,Москва-Киевск,Москва-Киевскые,москва.киевск,москвакиевский,москва-киевскые,москва-киевское;{"name": "Москва Киевская", "number": "2000007", "stations_names": "Москва Киевская", "stations_codes": "2000007"}
37;Москва Рижское,москва-рижские,Москва Рижский,рижскийвокзал,москварижскые,Москва.Рижск,Москва Рижскые,москва-рижскые,москва.рижские,Москва Рижские,Москва.Рижский,москварижская,москва-рижскый,Москва-Рижская,москварижский,Москва-Рижские,москва.рижский,москва рижская,Рижскийвокзал,москва.рижская,москва рижск,москва-рижское,москварижское,Москва Рижск,Москва.Рижскый,рижский-вокзал,МоскваРижские,МоскваРижскые,Москва Рижскый,москва-рижск,Москва.Рижская,Рижский вокзал,Москва-Рижскый,москва рижское,москва-рижский,москва.рижскые,МоскваРижск,МоскваРижское,Москва-Рижский,москва рижские,МоскваРижскый,Москва.Рижское,москварижск,Москва-Рижск,москва.рижское,Рижский-вокзал,москва рижскый,москва-рижская,Москва-Рижское,москварижские,рижский.вокзал,москварижскый,Москва Рижская,Москва.Рижскые,москва.рижск,Москва-Рижскые,Москва.Рижские,москва рижский,рижский вокзал,МоскваРижская,Рижский.вокзал,москва рижскые,москва.рижскый,МоскваРижский;{"name": "Москва Рижская", "number": "2000008", "stations_names": "Москва Рижская", "stations_codes": "2000008"}
38;москва-савёловскый,Москва-Савёловский,москва савеловск,Москва.Савёловскые,Москва Савеловское,москва савёловск,Москва Савёловское,МоскваСавёловское,Савёловский.вокзал,МоскваСавёловскый,Савёловский-вокзал,москва савёловский,Москва Савёловский,Москва Савеловскые,Москва Савёловск,москва савеловскые,Москва Савеловский,москва савеловские,москва-савёловскые,савёловский вокзал,москва.савёловские,москва.савёловская,Москва-Савёловскый,Москва Савёловская,Москва-Савёловские,Москва.Савёловск,МоскваСавёловскые,москвасавёловский,москва савёловское,Москва.Савёловские,савеловский вокзал,савёловскийвокзал,Москва Савёловскые,москва.савёловскые,савёловский-вокзал,Савеловский вокзал,москва савеловскый,москвасавёловское,москва савёловская,Москва.Савёловское,москва савёловскый,москва-савёловские,савёловский.вокзал,москва савёловскые,москва савеловский,Москва.Савёловская,Москва Савеловскый,москвасавёловские,москва савеловская,москва савёловские,МоскваСавёловский,МоскваСавёловск,Москва Савеловские,Москва Савеловск,Москва-Савёловскые,Москва-Савёловск,Москва-Савёловская,москва савеловское,москва-савёловск,москва.савёловский,Савёловскийвокзал,москвасавёловская,Савёловский вокзал,москва.савёловскый,москва.савёловское,МоскваСавёловская,Москва.Савёловский,МоскваСавёловские,москва-савёловская,москва-савёловский,москвасавёловск,Москва.Савёловскый,москва.савёловск,Москва-Савёловское,москва-савёловское,Москва Савёловские,москвасавёловскые,Москва Савёловскый,Москва Савеловская,москвасавёловскый;{"name": "Москва Савёловская", "number": "2000009", "stations_names": "Москва Савёловская", "stations_codes": "2000009"}
39;мытищи,Мытищи;{"name": "Мытищи", "number": "2000015", "stations_names": "Мытищи", "stations_codes": "2000015"}
40;александров 2,Александров-2,александров-2,Александров.2,александров.2,александров2,Александров2,Александров 2;{"name": "Александров-2", "number": "2000019", "stations_names": "Александров-2", "stations_codes": "2000019"}
41;бельково,Бельково;{"name": "Бельково", "number": "2000022", "stations_names": "Бельково", "stations_codes": "2000022"}
42;дмитров,Дмитров;{"name": "Дмитров", "number": "2000026", "stations_names": "Дмитров", "stations_codes": "2000026"}
43;вербилки,Вербилки;{"name": "Вербилки", "number": "2000027", "stations_names": "Вербилки", "stations_codes": "2000027"}
44;жилёво,Жилёво,Жилево,жилево;{"name": "Жилёво", "number": "2000028", "stations_names": "Жилёво", "stations_codes": "2000028"}
45;Благовещенский,благовещенские,благовещенский,Благовещенское,Благовещенские,благовещенская,благовещенскый,Благовещенскый,благовещенское,Благовещенская,благовещенскые,Благовещенскые;{"name": "Благовещенское", "number": "2000029", "stations_names": "Благовещенское", "stations_codes": "2000029"}
46;Моск ж д,волоколамск,моск.ж.д,москжд,моск-ж-д,Моск-ж-д,моск ж д,Москжд,Моск.ж.д,Волоколамск;{"name": "Волоколамск", "number": "2000030", "stations_names": "Волоколамск", "stations_codes": "2000030"}
47;пушкино,Пушкино;{"name": "", "number": "", "stations_names": "Урбах,Пушкино", "stations_codes": "2020899,2000035"}
48;Черусти,черусти;{"name": "Черусти", "number": "2000038", "stations_names": "Черусти", "stations_codes": "2000038"}
49;Воскресенск,воскресенск;{"name": "", "number": "", "stations_names": "Воскресенск,Пл. 88 км", "stations_codes": "2000039,2001371"}
50;Шаховские,Шаховскые,шаховские,шаховск,шаховская,шаховский,Шаховск,Шаховское,Шаховскый,Шаховская,Шаховский,шаховскый,шаховское,шаховскые;{"name": "", "number": "", "stations_names": "Шаховская,Шаховский", "stations_codes": "2000040,2708083"}
51;Пески,пески;{"name": "Пески", "number": "2000041", "stations_names": "Пески", "stations_codes": "2000041"}
52;фруктовие,Фруктовая,Фруктовое,Фруктов,фруктовые,Фруктовый,фруктовая,Фруктовые,Фруктовие,фруктовий,Фруктовий,фруктовый,фруктов,фруктовое;{"name": "Фруктовая", "number": "2000043", "stations_names": "Фруктовая", "stations_codes": "2000043"}
53;Текстильщики,текстильщики;{"name": "Текстильщики", "number": "2000045", "stations_names": "Текстильщики", "stations_codes": "2000045"}
54;дивово,Дивово;{"name": "Дивово", "number": "2000046", "stations_names": "Дивово", "stations_codes": "2000046"}
55;Дягилево,дягилево;{"name": "Дягилево", "number": "2000047", "stations_names": "Дягилево", "stations_codes": "2000047"}
56;денежниково,Денежниково;{"name": "Денежниково", "number": "2000049", "stations_names": "Денежниково", "stations_codes": "2000049"}
57;голутвин,Голутвин;{"name": "Голутвин", "number": "2000050", "stations_names": "Голутвин", "stations_codes": "2000050"}
58;старожилово,Старожилово;{"name": "Старожилово", "number": "2000052", "stations_names": "Старожилово", "stations_codes": "2000052"}
59;ряжск.1,Ряжск 1,Ряжск.1,ряжск 1,Ряжск1,Ряжск-1,ряжск1,ряжск-1;{"name": "Ряжск-1", "number": "2000056", "stations_names": "Ряжск-1", "stations_codes": "2000056"}
60;луховицы,Луховицы;{"name": "Луховицы", "number": "2000060", "stations_names": "Луховицы", "stations_codes": "2000060"}
61;перевлес,Перевлес;{"name": "Перевлес", "number": "2000062", "stations_names": "Перевлес", "stations_codes": "2000062"}
62;шелухово,Шелухово;{"name": "Шелухово", "number": "2000064", "stations_names": "Шелухово", "stations_codes": "2000064"}
63;Подольск,подольск;{"name": "", "number": "", "stations_names": "Подольск,Подольск", "stations_codes": "2000065,2208450"}
64;Ушинскые,Ушинская,ушинский,ушинское,ушинскые,ушинск,Ушинск,Ушинский,ушинскый,ушинские,ушинская,Ушинскый,Ушинское,Ушинские;{"name": "Ушинский", "number": "2000067", "stations_names": "Ушинский", "stations_codes": "2000067"}
65;Рыбний,рыбний,Рыбние,Рыбное,рыбные,Рыбная,Рыбные,рыбная,рыбн,рыбное,рыбние,Рыбн,рыбный,Рыбный;{"name": "Рыбное", "number": "2000070", "stations_names": "Рыбное", "stations_codes": "2000070"}
66;Берестянки,берестянки;{"name": "Берестянки", "number": "2000074", "stations_names": "Берестянки", "stations_codes": "2000074"}
67;кустарёвка,Кустаревка,Кустарёвка,кустаревка;{"name": "Кустарёвка", "number": "2000077", "stations_names": "Кустарёвка", "stations_codes": "2000077"}
68;Свеженьк,свеженькая,свеженьк,Свеженький,Свеженькый,свеженький,Свеженькая,Свеженькие,Свеженькое,свеженькый,свеженькое,свеженькие,свеженькые,Свеженькые;{"name": "Свеженькая", "number": "2000078", "stations_names": "Свеженькая", "stations_codes": "2000078"}
69;Известь,известь;{"name": "Известь", "number": "2000079", "stations_names": "Известь", "stations_codes": "2000079"}
70;рязань2,рязань-2,Рязань-2,Рязань2,Рязань 2,рязань 2,рязань.2,Рязань.2;{"name": "Рязань-2", "number": "2000080", "stations_names": "Рязань-2", "stations_codes": "2000080"}
71;выша,Выша;{"name": "Выша", "number": "2000081", "stations_names": "Выша", "stations_codes": "2000081"}
72;кубинка-1,кубинка1,Кубинка.1,Кубинка1,Кубинка-1,Кубинка 1,кубинка 1,кубинка.1;{"name": "Кубинка-1", "number": "2000082", "stations_names": "Кубинка-1", "stations_codes": "2000082"}
73;михнево,Михнево;{"name": "Михнево", "number": "2000083", "stations_names": "Михнево", "stations_codes": "2000083"}
